"id","english","vietnamese","note","module","boi_canh","vi_du"
"118","chief financial officer (CFO)","giám đốc tài chính (CFO)","","9","Là người quản lý các vấn đề tài chính của công ty, thường tham gia vào việc đánh giá tác động tài chính của các rủi ro và các khoản đầu tư cho an ninh mạng.","CFO đánh giá chi phí và lợi tức đầu tư (ROI) của việc mua một giải pháp bảo mật mới."
"119","chief operating officer (COO)","giám đốc vận hành (COO)","","9","Chịu trách nhiệm về các hoạt động vận hành hàng ngày của công ty. Bảo mật được tích hợp vào vận hành để đảm bảo hoạt động kinh doanh không bị gián đoạn.","COO đảm bảo rằng quy trình ứng phó sự cố an ninh mạng được tích hợp liền mạch vào kế hoạch vận hành chung của công ty."
"120","chief information officer (CIO)","giám đốc thông tin / CNTT (CIO)","","9","Chịu trách nhiệm về toàn bộ hạ tầng công nghệ thông tin và chiến lược công nghệ của công ty.","CIO chịu trách nhiệm triển khai các hệ thống công nghệ mới và đảm bảo chúng tuân thủ các chính sách bảo mật."
"121","chief security officer (CSO)","giám đốc an ninh (CSO)","","9","Là người lãnh đạo chịu trách nhiệm toàn diện về an ninh của tổ chức, bao gồm cả an ninh mạng và an ninh vật lý.","CSO phát triển và thực thi chương trình an ninh thông tin tổng thể và báo cáo trực tiếp cho CEO hoặc hội đồng quản trị."
"122","Open Web Application Security Project (OWASP)","Open Web Application Security Project (OWASP)","","9","Là một tổ chức phi lợi nhuận cung cấp các tài liệu, công cụ và tiêu chuẩn miễn phí về an toàn ứng dụng web. Danh sách OWASP Top 10 là một tiêu chuẩn tham chiếu phổ biến.","Lập trình viên sử dụng danh sách OWASP Top 10 làm kim chỉ nam để tránh các lỗi bảo mật web phổ biến khi viết code."
"123","system hardening","tăng cường bảo mật hệ thống","gộp các biện pháp giảm bề mặt tấn công — tắt dịch vụ không cần thiết, cấu hình secure, harden OS/application.","9","Là quá trình giảm thiểu bề mặt tấn công của một hệ thống bằng cách tắt các dịch vụ không cần thiết, gỡ bỏ phần mềm thừa, và cấu hình các thiết lập bảo mật một cách nghiêm ngặt.","Trước khi đưa một máy chủ web ra Internet, quản trị viên thực hiện System Hardening bằng cách đóng các cổng không sử dụng và vô hiệu hóa tài khoản mặc định."
"124","user input sanitization and query parameterization","làm sạch dữ liệu đầu vào và tham số hóa truy vấn","ngăn SQL injection, XSS — validate/escape input và dùng prepared statements.","9","Là hai kỹ thuật lập trình cốt lõi để ngăn chặn các cuộc tấn công injection (như SQL Injection, XSS).","Lập trình viên sử dụng Query Parameterization (prepared statements) để đảm bảo dữ liệu người dùng nhập vào không thể can thiệp vào logic của câu lệnh SQL."
"125","multifactor authentication","xác thực đa yếu tố","MFA — kết hợp mật khẩu + OTP/biometric/token","9","Là một biện pháp kiểm soát kỹ thuật yêu cầu người dùng cung cấp từ hai yếu tố xác thực trở lên để chứng minh danh tính, giúp bảo vệ tài khoản ngay cả khi mật khẩu bị lộ.","Để đăng nhập vào email, nhân viên phải nhập mật khẩu và sau đó nhập một mã OTP gồm 6 chữ số từ ứng dụng trên điện thoại. Đó là MFA."
"126","process-level remediation","khắc phục ở cấp tiến trình","xử lý/đóng tiến trình bị xâm phạm, patch/process isolation, restart theo chính sách","9","Là hành động ứng phó sự cố bằng cách can thiệp trực tiếp vào một tiến trình (process) bị xâm phạm, thường được thực hiện bởi các công cụ EDR.","Hệ thống EDR phát hiện một tiến trình đáng ngờ và tự động thực hiện Process-level Remediation bằng cách chấm dứt tiến trình đó và cách ly file thực thi."
"127","patch management","quản lý bản vá","quy trình phát hiện, thử nghiệm và triển khai patch cho OS/app","9","Là quy trình xác định, kiểm thử và triển khai các bản vá bảo mật cho hệ điều hành và ứng dụng nhằm khắc phục các lỗ hổng đã biết.","Công ty có chính sách Patch Management nghiêm ngặt, yêu cầu tất cả các bản vá an ninh nghiêm trọng phải được cài đặt trong vòng 72 giờ."
"128","certificate management","quản lý chứng chỉ","phát hành, gia hạn, thu hồi và lưu trữ chứng chỉ số/TLS","9","Là quy trình quản lý vòng đời của các chứng chỉ số (SSL/TLS), bao gồm việc cấp phát, gia hạn và thu hồi để đảm bảo các kết nối mạng được mã hóa và tin cậy.","Quản trị viên sử dụng một công cụ tự động để theo dõi và gia hạn chứng chỉ SSL cho website của công ty trước khi nó hết hạn. Đây là một phần của Certificate Management."
"129","secrets management solution","giải pháp quản lý bí mật","vaults như HashiCorp Vault, Azure Key Vault — quản lý API keys, mật khẩu, token","9","Là các hệ thống (như HashiCorp Vault) được dùng để lưu trữ, quản lý và kiểm soát quyền truy cập vào các thông tin nhạy cảm như API key, mật khẩu, token một cách an toàn.","Thay vì viết mật khẩu database vào file cấu hình, ứng dụng sẽ gọi tới một Secrets Management Solution để lấy mật khẩu khi cần."
"130","network segmentation","phân đoạn mạng","tách mạng thành vùng để giới hạn truy cập và di chuyển ngang","9","Là một biện pháp phòng thủ chia mạng lớn thành các vùng (segment) hoặc mạng con (subnet) nhỏ hơn và kiểm soát luồng truy cập giữa chúng để hạn chế Lateral Movement của kẻ tấn công.","Công ty thực hiện Network Segmentation bằng cách tạo ra các VLAN riêng biệt cho mạng Wi-Fi khách, mạng nhân viên và mạng máy chủ."
"131","microsegmentation","phân đoạn vi mô","microsegmentation — chính sách mạng/ACL theo workload/container để hạn chế east-west traffic","9","Là một phiên bản chi tiết hơn của Network Segmentation, áp dụng các chính sách bảo mật cho từng workload hoặc ứng dụng riêng lẻ, thường được dùng trong các môi trường ảo hóa và container.","Với Microsegmentation, quản trị viên tạo ra một quy tắc chỉ cho phép "container A" nói chuyện với "container B" trên một cổng duy nhất, và chặn tất cả các kết nối khác."
"132","zero-trust model","mô hình Zero Trust","không mặc định tin tưởng bất kỳ thiết bị/ứng dụng nào — xác thực & ủy quyền liên tục","9","Là một triết lý bảo mật dựa trên nguyên tắc "không bao giờ tin tưởng, luôn luôn xác minh". Mọi yêu cầu truy cập, dù từ bên trong hay bên ngoài mạng, đều phải được xác thực và cấp quyền một cách nghiêm ngặt.","Trong một Zero-Trust Model, một nhân viên đang ở trong văn phòng công ty vẫn phải thực hiện xác thực đa yếu tố (MFA) để truy cập vào hệ thống nội bộ."
"133","OWASP Software Assurance Maturity Model (SAMM)","OWASP SAMM","framework/khung đánh giá độ chín chắn an ninh phần mềm theo các hoạt động tổ chức","9","Là một framework của OWASP giúp các tổ chức đánh giá và cải thiện mức độ trưởng thành của các hoạt động bảo mật trong quy trình phát triển phần mềm của họ.","Công ty sử dụng OWASP SAMM để tự đánh giá hiện trạng và xây dựng một lộ trình cải thiện an ninh phần mềm trong ba năm tới."
"134","mandatory vacation","nghỉ phép bắt buộc","biện pháp kiểm soát nhân sự để phát hiện gian lận/hoạt động trái phép khi người giữ vị trí vắng mặt","9","Là một biện pháp kiểm soát hành chính yêu cầu nhân viên ở các vị trí nhạy cảm phải nghỉ phép dài ngày để người khác có thể kiểm tra công việc của họ nhằm phát hiện gian lận.","Trưởng phòng tài chính phải thực hiện Mandatory Vacation trong 2 tuần liên tục, trong thời gian đó một kiểm toán viên sẽ rà soát lại các giao dịch của ông."
"135","user training","đào tạo người dùng","awareness training — phishing, password hygiene, incident reporting","9","Là một biện pháp kiểm soát hành chính nhằm nâng cao nhận thức về an ninh cho người dùng, giúp họ nhận biết và ứng phó với các mối đe dọa như lừa đảo (phishing).","Công ty tổ chức các buổi User Training hàng quý và gửi các email giả lập phishing để kiểm tra nhận thức của nhân viên."
"136","biometric control","kiểm soát sinh trắc học","Xác thực bằng vân tay/face/iris làm yếu tố bảo mật vật lý/định danh","9","Sử dụng các đặc điểm sinh học độc nhất (vân tay, khuôn mặt, mống mắt) làm yếu tố xác thực để tăng cường an ninh.","Nhân viên phải sử dụng vân tay để mở khóa laptop công ty. Đây là một Biometric Control."
"137","video surveillance","giám sát video","camera CCTV để kiểm soát an ninh vật lý và làm bằng chứng","9","Sử dụng hệ thống camera (CCTV) để giám sát các khu vực nhạy cảm, ngăn chặn các hành vi trái phép và thu thập bằng chứng khi có sự cố xảy ra.","Bộ phận an ninh xem lại băng ghi hình từ hệ thống Video Surveillance để điều tra một vụ mất cắp thiết bị."
"138","mantrap","mantrap","phòng kiểm soát truy cập/airlock — dùng 2 cửa để kiểm soát ra/vào vật lý","9","Là một biện pháp kiểm soát vật lý gồm hai cửa nối tiếp nhau. Một người phải đi qua cửa thứ nhất, đợi nó đóng lại hoàn toàn rồi mới có thể mở cửa thứ hai, nhằm chống lại việc đi theo (tailgating).","Để vào trung tâm dữ liệu, nhân viên phải đi qua một Mantrap."
"139","Dradis","Dradis","tool/platform để thu thập, tổng hợp và báo cáo kết quả pentest/scan","9","Là một framework mã nguồn mở được các đội pentest sử dụng để hợp nhất kết quả từ nhiều công cụ quét khác nhau, cộng tác và tạo ra các báo cáo chuyên nghiệp.","Đội pentest nhập kết quả từ Nmap và Burp Suite vào Dradis để quản lý các lỗ hổng và viết báo cáo cuối cùng cho khách hàng."
